1,Kenya,569140,34450,295.3404,6.052992234,0.857301597
2,Tanzania,885800,326212,821.6568,36.82682321,0.251878165
3,Mozambique,786380,385992,2185.6,49.08466645,0.566229352
4,Madagascar,581795,124390,1831.8,21.38038312,1.472626417
